A1,A2,B1,B2,B3,class
10,50416,22,19,2365,0
10,22,50416,20,3249,0
18,22,50457,24,3525,0
18,50457,22,17,2267,0
9,22,49565,19,3185,0
9,49565,22,17,2267,0
10,49819,22,15,2163,0
10,22,49819,19,3185,0
10,17338,22,15,2163,0
10,22,17338,19,3185,0
0,39177,23,1,46,0
0,23,39177,1,40,0
10,48276,22,17,2267,0
10,22,48276,19,3185,0
17,30986,22,18,2407,0
17,22,30986,27,3926,0
0,16586,5358,1,46,0
0,5358,16586,1,40,0
5,39793,22,7,1035,0
5,22,39793,8,4369,0
20,22,42334,26,3745,0
20,42334,22,24,2889,0
66,59725,22,7,435,0
66,22,59725,12,6758,0
0,5358,32944,1,40,0
0,32944,5358,1,46,0
0,23,57606,1,40,0
0,57606,23,1,46,0
11,42962,22,17,2261,0
11,22,42962,20,3249,0
8,16285,22,4,225,0
8,22,16285,9,3543,0
0,16010,23,1,46,0
0,23,16010,1,40,0
9,50400,22,17,2267,0
9,22,50400,19,3185,0
0,23,23,1,46,0
0,23,23,1,40,0
8,22,33660,19,3185,0
8,33660,22,19,2371,0
9,37093,22,18,2313,0
9,22,37093,20,3249,0
9,41771,22,17,2267,0
9,22,41771,19,3185,0
21,20320,22,25,2987,0
21,22,20320,32,5105,0
10,22,35008,21,3289,0
10,35008,22,17,2267,0
26,22,21961,31,5921,0
26,21961,22,26,3155,0
0,37789,23,1,46,0
0,23,37789,1,40,0
9,22,48476,19,3185,0
9,48476,22,17,2267,0
1,445,56279,3,120,0
1,56279,445,3,152,0
0,46358,7547,1,46,0
0,7547,46358,1,40,0
0,51762,8049,1,46,0
0,8049,51762,1,40,0
30,60457,80,1,46,0
30,80,60457,6,264,0
8,58049,22,15,2163,0
8,22,58049,19,3185,0
14,39610,22,17,2350,0
14,22,39610,24,3619,0
20,15790,22,26,3004,0
20,22,15790,26,3745,0
6,15105,22,11,1756,0
6,22,15105,11,2081,0
17,2387,22,19,3229,0
17,22,2387,22,4005,0
33,22,52285,32,5623,0
33,52285,22,17,2965,0
9,47566,22,9,1808,0
9,22,47566,11,3655,0
9,47464,22,10,1477,0
9,22,47464,13,2651,0
0,5358,38944,1,40,0
0,38944,5358,1,46,0
10,48487,22,18,2387,0
10,22,48487,21,3369,0
9,44622,22,16,2299,0
9,22,44622,20,3249,0
18,22,1515,26,3745,0
18,1515,22,26,3022,0
17,15526,22,3,182,0
17,22,15526,6,454,0
26,10392,22,27,3056,0
26,22,10392,25,3705,0
0,23,48092,1,40,0
0,48092,23,1,60,0
0,23,22995,1,40,0
0,22995,23,1,46,0
0,22,26138,5,1285,0
0,26138,22,6,340,0
121,56026,22,4,239,0
121,22,56026,13,5763,0
0,55704,5358,1,46,0
0,5358,55704,1,40,0
0,59253,3979,2,92,0
0,3979,59253,1,40,0
92,64127,22,7,459,0
92,22,64127,14,8855,0
9,35017,22,17,2267,0
9,22,35017,19,3185,0
7,22,28477,13,2185,0
7,28477,22,17,2068,0
10,48795,22,11,1531,0
10,22,48795,12,2570,0
0,5066,5060,1,442,0
0,0,3,1,470,0
0,24246,5358,1,46,0
0,5358,24246,1,40,0
5,42352,22,7,441,0
5,22,42352,8,1564,0
0,8082,50807,1,52,1
0,50807,8082,1,46,1
9,45042,22,15,2163,0
9,22,45042,19,3185,0
9,11072,22,15,2163,0
9,22,11072,19,3185,0
19,22,39838,26,3745,0
19,39838,22,24,2889,0
19,22,37796,26,3745,0
19,37796,22,26,2987,0
10,22,33155,19,3185,0
10,33155,22,17,2267,0
22,10312,22,26,3100,0
22,22,10312,26,3745,0
10,22,49616,20,3249,0
10,49616,22,15,2157,0
12,22,52058,20,3317,0
12,52058,22,16,2227,0
30,4306,80,1,46,0
30,80,4306,6,264,0
18,4554,22,24,2900,0
18,22,4554,26,3745,0
30,384,80,1,46,0
30,80,384,6,264,0
86,57802,22,6,398,0
86,22,57802,13,7786,0
9,22,51967,19,3185,0
9,51967,22,15,2163,0
14,22,4030,19,3037,0
14,4030,22,16,3027,0
120,28416,22,4,231,0
120,22,28416,12,8481,0
0,5092,5060,1,438,0
0,0,3,1,466,0
0,21961,7547,1,46,0
0,7547,21961,1,40,0
8,56508,22,4,210,0
8,22,56508,6,463,0
120,10778,22,4,231,0
120,22,10778,13,8533,0
0,54641,5358,1,46,0
0,5358,54641,1,40,0
20,22,52811,26,3745,0
20,52811,22,24,2918,0
67,49069,22,8,503,0
67,22,49069,16,6986,0
12,38043,22,17,2267,0
12,22,38043,19,3185,0
0,53980,3390,1,46,0
0,3390,53980,1,40,0
9,22,54350,19,3185,0
9,54350,22,18,2319,0
0,23,50406,1,40,0
0,50406,23,1,46,0
0,123,41317,1,76,0
0,41317,123,1,76,0
51,55948,22,7,459,0
51,22,55948,13,2000,0
120,62131,22,5,262,0
120,22,62131,4,281,0
0,26710,443,1,48,0
0,443,26710,1,40,0
9,59726,22,17,2261,0
9,22,59726,20,3249,0
20,22,60093,27,3809,0
20,60093,22,25,3019,0
0,22,58519,5,1285,0
0,58519,22,6,340,0
21,13250,22,25,3036,0
21,22,13250,28,3929,0
6,27833,22,7,420,0
6,22,27833,9,2489,0
1,33172,22,7,441,0
1,22,33172,8,1494,0
5,62310,22,7,441,0
5,22,62310,8,1564,0
0,22,64735,5,1285,0
0,64735,22,6,340,0
20,22,52023,26,3745,0
20,52023,22,24,2889,0
13,40951,22,19,2395,0
13,22,40951,21,3505,0
30,24652,80,1,46,0
30,80,24652,6,264,0
0,123,60597,1,76,0
0,60597,123,1,76,0
0,29492,80,2,104,0
0,80,29492,1,52,0
0,30536,23,1,46,0
0,23,30536,1,40,0
18,22,24165,26,3745,0
18,24165,22,24,2889,0
11,48192,22,17,2273,0
11,22,48192,21,3369,0
11,14571,22,18,2403,0
11,22,14571,22,3473,0
30,65243,80,1,46,0
30,80,65243,6,264,0
0,52959,8080,1,46,0
0,8080,52959,1,40,0
0,41694,81,1,46,0
0,81,41694,1,40,0
0,3306,50189,1,40,0
0,50189,3306,1,46,0
9,38530,22,15,2163,0
9,22,38530,20,4085,0
0,57150,3389,1,46,0
0,3389,57150,1,40,0
5,80,50015,4,735,0
5,50015,80,5,337,0
276,22,36298,173,36173,1
276,36298,22,187,13687,1
0,8000,50037,7,556,1
0,50037,8000,6,515,1
0,8000,52242,7,556,1
0,52242,8000,5,469,1
0,8000,55786,7,556,1
0,55786,8000,6,515,1
19,37268,22,26,3020,0
19,22,37268,26,3745,0
0,22,59210,5,1285,0
0,59210,22,6,340,0
8,15656,22,11,1756,0
8,22,15656,14,2373,0
121,17636,22,5,268,0
121,22,17636,5,345,0
0,123,49678,1,76,0
0,49678,123,1,76,0
10,22,40207,19,3185,0
10,40207,22,17,2267,0
13,22,51323,19,3197,0
13,51323,22,17,2267,0
9,22,38526,19,3185,0
9,38526,22,17,2267,0
120,64942,22,3,179,0
120,22,64942,11,7699,0
915,227,80,4,184,0
915,80,227,13,572,0
120,12678,22,4,231,0
120,22,12678,13,7598,0
17,32650,22,24,2900,0
17,22,32650,26,3745,0
0,8000,52243,7,702,1
0,52243,8000,6,586,1
0,8000,55787,7,702,1
0,55787,8000,6,586,1
21,22,7271,28,3933,0
21,7271,22,24,2912,0
0,8000,50038,7,702,1
0,50038,8000,6,586,1
0,80,45885,1,46,0
0,45885,80,1,40,0
121,37968,22,5,262,0
121,22,37968,5,317,0
0,2680,23,1,46,0
0,23,2680,1,40,0
9,22,33604,19,3185,0
9,33604,22,17,2267,0
20,47869,22,26,2987,0
20,22,47869,26,3745,0
121,19309,22,6,314,0
121,22,19309,7,498,0
7,49878,22,6,337,0
7,22,49878,11,2695,0
9,22,56570,19,3185,0
9,56570,22,17,2267,0
17,22,43194,26,3745,0
17,43194,22,24,2905,0
120,28079,22,7,381,0
120,22,28079,14,8681,0
14,21523,22,19,2398,0
14,22,21523,27,5482,0
0,26265,1900,1,122,0
0,0,3,1,150,0
8,22,33124,19,3185,0
8,33124,22,20,2423,0
0,5358,60364,1,40,0
0,60364,5358,1,46,0
0,22,35090,5,1285,0
0,35090,22,6,340,0
21,28998,22,26,2993,0
21,22,28998,26,3745,0
6,62220,22,7,381,0
6,22,62220,5,1285,0
0,8000,50039,7,639,1
0,50039,8000,6,614,1
0,57906,1900,1,122,0
0,0,3,1,150,0
70,59405,22,8,505,0
70,22,59405,13,2000,0
0,123,47414,1,76,0
0,47414,123,1,76,0
10,37335,22,17,2267,0
10,22,37335,19,3185,0
0,8000,52244,7,639,1
0,52244,8000,6,614,1
30,17507,80,1,46,0
30,80,17507,6,264,0
5,59797,22,7,420,0
5,22,59797,9,2563,0
30,36158,80,1,46,0
30,80,36158,6,264,0
13,22,55275,22,3361,0
13,55275,22,16,2215,0
0,8000,49830,7,556,1
0,49830,8000,6,515,1
0,8000,49831,7,702,1
0,49831,8000,6,586,1
0,8000,54921,7,556,1
0,54921,8000,6,515,1
0,8000,54922,7,702,1
0,54922,8000,6,586,1
0,8000,62171,7,556,1
0,62171,8000,6,515,1
0,8000,62172,7,702,1
0,62172,8000,6,586,1
0,8000,63245,7,556,1
0,63245,8000,6,515,1
0,8000,63246,7,702,1
0,63246,8000,6,586,1
0,8000,56614,7,556,1
0,56614,8000,6,515,1
0,8000,60392,7,556,1
0,60392,8000,6,515,1
0,8000,54588,7,556,1
0,54588,8000,6,515,1
0,8000,54589,7,702,1
0,54589,8000,6,586,1
0,8000,56337,7,556,1
0,56337,8000,6,515,1
0,8000,56338,7,702,1
0,56338,8000,7,638,1
0,8000,62294,7,556,1
0,62294,8000,6,515,1
0,8000,62295,7,702,1
0,62295,8000,6,586,1
0,8000,51855,7,556,1
0,51855,8000,6,515,1
0,8000,51856,7,702,1
0,51856,8000,6,586,1
1,8000,51857,7,639,1
1,51857,8000,6,614,1
0,8000,56850,7,556,1
0,56850,8000,6,515,1
0,8000,56851,7,702,1
0,56851,8000,6,586,1
0,8000,56852,7,639,1
0,56852,8000,6,614,1
0,8000,57880,7,556,1
0,57880,8000,6,515,1
0,8000,57881,7,702,1
0,57881,8000,6,586,1
0,8000,58931,7,556,1
0,58931,8000,6,515,1
0,8000,58932,7,702,1
0,58932,8000,6,586,1
0,8000,59965,7,556,1
0,59965,8000,6,515,1
0,8000,59966,7,702,1
0,59966,8000,6,586,1
0,8000,59967,7,639,1
0,59967,8000,6,614,1
0,8000,60996,7,556,1
0,60996,8000,6,515,1
0,8000,60997,7,702,1
0,60997,8000,6,586,1
0,8000,62029,7,556,1
0,62029,8000,6,515,1
0,8000,62030,7,702,1
0,62030,8000,6,586,1
0,8000,63062,7,556,1
0,63062,8000,6,515,1
0,8000,63063,7,702,1
0,63063,8000,6,586,1
0,8000,64097,7,556,1
0,64097,8000,6,515,1
0,8000,64098,7,702,1
0,64098,8000,6,586,1
0,8000,65129,7,556,1
0,65129,8000,6,515,1
0,8000,65130,7,702,1
0,65130,8000,6,586,1
0,8000,49817,7,556,1
0,49817,8000,6,515,1
0,8000,49818,7,702,1
0,49818,8000,6,586,1
0,8000,50859,7,556,1
0,50859,8000,6,515,1
0,8000,50860,7,702,1
0,50860,8000,6,586,1
0,8000,51894,7,556,1
0,51894,8000,6,515,1
0,8000,51895,7,702,1
0,51895,8000,6,586,1
0,8000,52924,7,556,1
0,52924,8000,6,515,1
0,8000,52925,7,702,1
0,52925,8000,6,586,1
0,8000,53957,7,556,1
0,53957,8000,6,515,1
0,8000,53958,7,702,1
0,53958,8000,6,586,1
0,8000,55788,7,639,1
0,55788,8000,6,614,1
9,53496,22,17,2283,0
9,22,53496,19,3185,0
0,8000,56615,7,702,1
0,56615,8000,6,586,1
1,8000,56616,7,639,1
1,56616,8000,6,614,1
0,8000,60393,7,702,1
0,60393,8000,6,586,1
1,8000,60394,7,639,1
1,60394,8000,6,614,1
1,8000,54590,7,639,1
1,54590,8000,6,614,1
1,8000,56339,7,639,1
1,56339,8000,6,614,1
1,8000,62296,7,639,1
1,62296,8000,6,614,1
1,8000,57882,7,639,1
1,57882,8000,6,614,1
1,8000,58933,7,639,1
1,58933,8000,6,614,1
1,8000,60998,7,639,1
1,60998,8000,6,614,1
1,8000,62031,7,639,1
1,62031,8000,6,614,1
1,8000,63064,7,639,1
1,63064,8000,6,614,1
0,8000,64099,7,639,1
0,64099,8000,6,614,1
0,8000,65131,7,639,1
0,65131,8000,6,614,1
0,8000,49819,7,639,1
0,49819,8000,6,614,1
0,8000,50861,7,639,1
0,50861,8000,6,614,1
1,8000,51896,7,639,1
1,51896,8000,6,614,1
1,8000,52926,7,639,1
1,52926,8000,6,614,1
1,8000,53959,7,639,1
1,53959,8000,6,614,1
8,34659,22,15,2163,0
8,22,34659,19,3185,0
32,50239,22,2,120,0
32,22,50239,7,420,0
201,39170,22,5,268,0
201,22,39170,12,793,0
10,22,54483,19,3185,0
10,54483,22,17,2267,0
97,37311,22,7,426,0
97,22,37311,12,6717,0
9,39821,22,19,2387,0
9,22,39821,19,3185,0
0,22,11660,5,1285,0
0,11660,22,6,340,0
10,49565,22,18,2319,0
10,22,49565,19,3185,0
9,22,40355,20,3305,0
9,40355,22,19,2383,0
20,22,39830,26,3745,0
20,39830,22,24,2883,0
13,22,3962,19,3093,0
13,3962,22,13,2779,0
0,47514,10000,1,60,0
0,10000,47514,1,40,0
7,22,29183,12,2133,0
7,29183,22,17,2068,0
0,48846,7547,1,46,0
0,7547,48846,1,40,0
7,21469,22,8,501,0
7,22,21469,10,1684,0
0,22,50259,5,1285,0
0,50259,22,6,340,0
0,8000,62173,7,639,1
0,62173,8000,6,614,1
0,17,49717,1,40,0
0,49717,17,1,46,0
0,8000,54923,7,639,1
0,54923,8000,6,614,1
0,8000,63247,7,639,1
0,63247,8000,6,614,1
9,22,46576,19,3185,0
9,46576,22,17,2267,0
0,123,50590,1,76,0
0,50590,123,1,76,0
20,46618,22,24,2912,0
20,22,46618,26,3745,0
7,15425,22,7,381,0
7,22,15425,6,2325,0
5,55878,22,5,301,0
5,22,55878,6,2354,0
18,22,35687,26,3745,0
18,35687,22,24,2889,0
6,51471,22,7,381,0
6,22,51471,5,1297,0
11,53257,22,15,2163,0
11,22,53257,19,3185,0
9,41693,22,15,2163,0
9,22,41693,19,3185,0
30,55444,80,1,46,0
30,80,55444,6,264,0
60,30788,22,6,383,0
60,22,30788,12,6754,0
20,22,33152,26,3745,0
20,33152,22,24,2883,0
0,48620,23,1,46,0
0,23,48620,1,40,0
0,22204,23,1,46,0
0,23,22204,1,40,0
0,34395,23,1,46,0
0,23,34395,1,40,0
9,41357,22,17,2267,0
9,22,41357,19,3185,0
0,37455,23,1,46,0
0,23,37455,1,40,0
0,8000,49832,7,639,1
0,49832,8000,6,614,1
19,22,27678,26,3745,0
19,27678,22,24,2883,0
0,32693,23,1,46,0
0,23,32693,1,40,0
7,26981,22,8,427,0
7,22,26981,7,1421,0
18,32042,22,24,2918,0
18,22,32042,26,3745,0
120,13977,22,5,277,0
120,22,13977,13,8617,0
5,24133,22,4,225,0
5,22,24133,5,317,0
10,42184,22,15,2163,0
10,22,42184,19,3185,0
10,23149,22,16,2227,0
10,22,23149,20,3278,0
0,36826,5358,1,46,0
0,5358,36826,1,40,0
23,32242,22,27,3088,0
23,22,32242,26,3745,0
20,10216,22,24,2883,0
20,22,10216,27,3865,0
0,53730,22,4,190,0
0,22,53730,4,213,0
5,52124,22,7,441,0
5,22,52124,10,1680,0
5,16954,22,7,420,0
5,22,16954,8,1535,0
30,80,1318,6,264,0
30,1318,80,1,46,0
0,23,45063,1,40,0
0,45063,23,1,46,0
71,23,7334,2,80,0
71,7334,23,2,92,0
15,2251,22,16,2981,0
15,22,2251,20,3065,0
10,49412,22,15,2163,0
10,22,49412,19,3185,0
10,27397,22,15,2163,0
10,22,27397,20,3305,0
6,54265,22,15,1745,0
6,22,54265,15,2665,0
13,3982,22,13,2779,0
13,22,3982,18,2985,0
0,12340,23,1,46,0
0,23,12340,1,40,0
22,54906,22,25,2960,0
22,22,54906,29,4825,0
121,62843,22,6,329,0
121,22,62843,9,3445,0
9,22,39966,19,3185,0
9,39966,22,15,2163,0
120,44659,22,4,228,0
120,22,44659,5,391,0
30,45955,22,1,60,0
30,22,45955,6,360,0
19,1943,22,26,3167,0
19,22,1943,28,3873,0
9,22,58790,19,3185,0
9,58790,22,17,2267,0
0,39222,53,1,58,0
0,0,3,1,86,0
7,25864,22,20,2479,0
7,22,25864,18,3393,0
21,22,60172,26,3745,0
21,60172,22,24,2895,0
10,59311,22,17,2261,0
10,22,59311,22,3405,0
10,55743,22,15,2163,0
10,22,55743,20,4213,0
30,12421,80,1,46,0
30,80,12421,6,264,0
0,80,24481,1,46,0
0,24481,80,1,40,0
123,54051,22,7,393,0
123,22,54051,11,1687,0
0,23,63423,1,40,0
0,63423,23,1,46,0
18,19652,22,24,2900,0
18,22,19652,27,4773,0
9,22,60795,19,3185,0
9,60795,22,17,2267,0
12,18426,22,7,381,0
12,22,18426,10,5485,0
0,6232,23,1,46,0
0,23,6232,1,40,0
7,16237,22,13,1976,0
7,22,16237,15,2321,0
0,57387,23,1,46,0
0,23,57387,1,40,0
30,46564,22,1,46,0
30,22,46564,6,264,0
0,57725,23,1,46,0
0,23,57725,1,40,0
0,22,35781,5,1285,0
0,35781,22,6,340,0
17,16430,22,24,2899,0
17,22,16430,26,3745,0
20,23514,22,26,3220,0
20,22,23514,28,3873,0
0,50007,5358,1,46,0
0,5358,50007,1,40,0
10,16833,22,17,2267,0
10,22,16833,19,3185,0
8,50987,22,17,2267,0
8,22,50987,19,3185,0
10,58172,22,16,2227,0
10,22,58172,20,3305,0
13,47564,22,7,434,0
13,22,47564,9,3547,0
6,44724,22,6,329,0
6,22,44724,7,3341,0
9,22,35070,19,3185,0
9,35070,22,17,2267,0
120,64727,22,4,210,0
120,22,64727,3,205,0
0,25539,23,1,46,0
0,23,25539,1,40,0
0,80,53074,1,44,0
0,53074,80,3,138,0
19,60461,22,26,3004,0
19,22,60461,26,3745,0
5,38330,22,6,353,0
5,22,38330,6,2354,0
1,19010,445,3,144,0
1,445,19010,3,120,0
5,27688,22,7,420,0
5,22,27688,9,3498,0
8,45962,22,17,2267,0
8,22,45962,19,3185,0
21,41318,22,25,3019,0
21,22,41318,28,3929,0
21,18120,22,24,2964,0
21,22,18120,26,3745,0
15,47844,22,17,2359,0
15,22,47844,24,5499,0
18,29868,22,24,2900,0
18,22,29868,26,3745,0
11,16776,22,15,2163,0
11,22,16776,21,3369,0
11,29849,22,18,2487,0
11,22,29849,26,3757,0
0,58022,51106,1,46,0
0,51106,58022,1,40,0
19,53584,22,24,2900,0
19,22,53584,26,3745,0
21,58652,22,27,3158,0
21,22,58652,28,4709,0
11,17873,22,4,225,0
11,22,17873,7,4440,0
0,64695,23,1,46,0
0,23,64695,1,40,0
18,27312,22,24,2900,0
18,22,27312,26,3745,0
0,6000,3306,1,46,0
0,3306,6000,1,40,0
8,22,41440,19,3185,0
8,41440,22,17,2267,0
120,31069,22,8,445,0
120,22,31069,8,1518,0
30,8378,80,1,46,0
30,80,8378,6,264,0
0,24629,2323,1,46,0
0,2323,24629,1,40,0
30,5322,80,1,46,0
30,80,5322,6,264,0
8,57481,22,3,173,0
8,22,57481,6,1386,0
0,60081,5358,1,46,0
0,5358,60081,1,40,0
0,36931,23,1,46,0
0,23,36931,1,40,0
8,22,35364,19,3185,0
8,35364,22,19,2371,0
10,22,35558,19,3185,0
10,35558,22,17,2283,0
32,56756,22,28,3440,0
32,22,56756,40,7006,0
6,22,29841,12,2133,0
6,29841,22,16,2016,0
31,59242,80,1,46,0
31,80,59242,6,264,0
10,22,34215,19,3185,0
10,34215,22,15,2163,0
0,5384,5060,1,441,0
0,0,3,1,469,0
8,39742,22,17,2267,0
8,22,39742,19,3185,0
43,33060,22,8,493,0
43,22,33060,13,3906,0
9,34189,22,14,2111,0
9,22,34189,18,3133,0
10,22,50808,19,3185,0
10,50808,22,15,2179,0
0,57250,22,7,424,0
0,22,57250,5,1285,0
19,22,49601,26,3745,0
19,49601,22,26,3009,0
9,49518,22,17,2267,0
9,22,49518,19,3185,0
0,27221,7,1,46,0
0,0,3,1,60,0
31,21410,80,1,46,0
31,80,21410,6,264,0
21028,80,3663,81,3564,0
21028,3663,80,16,736,0
0,30416,79,1,60,0
0,79,30416,1,40,0
20,41769,22,24,2883,0
20,22,41769,26,3745,0
8,56134,22,17,2267,0
8,22,56134,19,3185,0
20,3162,22,26,3041,0
20,22,3162,27,3865,0
0,42563,22,2,92,0
0,22,42563,1,44,0
0,23,39649,1,40,0
0,39649,23,1,60,0
6,38556,22,11,1635,0
6,22,38556,11,3345,0
0,15039,5358,1,46,0
0,5358,15039,1,40,0
9,46165,22,17,2267,0
9,22,46165,19,3185,0
30,40475,80,1,46,0
30,80,40475,6,264,0
0,23,54788,1,40,0
0,54788,23,1,46,0
0,22,44733,5,1285,0
0,44733,22,6,340,0
0,18389,2323,1,46,0
0,2323,18389,1,40,0
13,22,2739,18,2985,0
13,2739,22,13,2779,0
26,54970,22,19,2212,0
26,22,54970,31,5150,0
10,22,35747,19,3185,0
10,35747,22,17,2267,0
0,8251,5358,1,46,0
0,5358,8251,1,40,0
31,6851,80,1,46,0
31,80,6851,6,264,0
0,64860,23,1,46,0
0,23,64860,1,40,0
9,37526,22,17,2261,0
9,22,37526,20,3249,0
6,56092,22,15,1739,0
6,22,56092,14,2625,0
11,22,47816,20,3245,0
11,47816,22,14,2111,0
10,52573,22,17,2283,0
10,22,52573,19,3185,0
9,22,52990,19,3185,0
9,52990,22,17,2267,0
9,11077,22,15,2163,0
9,22,11077,19,3185,0
10,57969,22,15,2163,0
10,22,57969,19,3185,0
30,51487,80,1,46,0
30,80,51487,6,264,0
0,10065,7547,1,46,0
0,7547,10065,1,40,0
0,11667,23,1,46,0
0,23,11667,1,40,0
20,22,17632,26,3745,0
20,17632,22,24,2915,0
90,23364,22,5,277,0
90,22,23364,11,8429,0
6,45586,22,8,501,0
6,22,45586,10,1684,0
2,54344,22,12,1602,0
2,22,54344,12,2545,0
20,22,6379,26,3745,0
20,6379,22,24,2889,0
30,45126,80,1,46,0
30,80,45126,6,264,0
0,25361,7547,1,46,0
0,7547,25361,1,40,0
5,24282,22,6,353,0
5,22,24282,9,1587,0
10,22,39579,20,3237,0
10,39579,22,14,2111,0
11,60820,22,20,2447,0
11,22,60820,21,3409,0
11,22,34571,19,3205,0
11,34571,22,16,2215,0
13,22,1359,18,2985,0
13,1359,22,14,2825,0
9,50677,22,17,2267,0
9,22,50677,19,3185,0
2,22,64450,14,2625,0
2,64450,22,12,1586,0
0,38289,23,1,46,0
0,23,38289,1,40,0
11,16820,22,14,1996,0
11,22,16820,17,3502,0
20,22,27939,25,3705,0
20,27939,22,23,2866,0
0,10966,80,2,92,0
0,80,10966,1,44,0
5,56270,22,6,377,0
5,22,56270,7,1471,0
30,29319,80,1,46,0
30,80,29319,6,264,0
17,10323,22,20,2435,0
17,22,10323,25,5545,0
9,23872,22,17,2267,0
9,22,23872,19,3185,0
0,53541,5389,2,92,0
0,5389,53541,1,40,0
0,51478,23,1,46,0
0,23,51478,1,40,0
0,22,20612,5,1285,0
0,20612,22,6,340,0
0,22,53685,5,1285,0
0,53685,22,6,340,0
0,7781,8009,1,46,0
0,8009,7781,1,40,0
120,15609,22,6,329,0
120,22,15609,13,7899,0
8,58588,22,18,2397,0
8,22,58588,21,3313,0
10,33949,22,17,2261,0
10,22,33949,20,3249,0
18,28994,22,24,2900,0
18,22,28994,26,3745,0
0,34424,80,13,672,0
0,80,34424,7,11967,0
30,56330,80,1,46,0
30,80,56330,6,264,0
78,16560,22,7,1307,0
78,22,16560,17,7877,0
30,52539,80,1,46,0
30,80,52539,6,264,0
9,22,43667,19,3185,0
9,43667,22,17,2267,0
16,44414,22,17,2607,0
16,22,44414,27,7409,0
9,22,36173,19,3185,0
9,36173,22,15,2163,0
20,33520,22,25,2943,0
20,22,33520,29,3985,0
0,0,3,1,80,0
0,0,0,1,52,0
9,56677,22,15,2163,0
9,22,56677,19,3185,0
0,46775,23,1,46,0
0,23,46775,1,40,0
0,2323,60961,1,40,0
0,60961,2323,1,46,0
11,14306,22,18,2171,0
11,22,14306,20,3226,0
0,7547,58992,1,40,0
0,58992,7547,1,46,0
23,22,62955,29,3997,0
23,62955,22,27,3699,0
30,2499,80,1,46,0
30,80,2499,6,264,0
18,22,2576,26,3745,0
18,2576,22,26,2993,0
0,59206,7547,1,46,0
0,7547,59206,1,40,0
0,29782,23,1,46,0
0,23,29782,1,40,0
19,14162,22,26,3004,0
19,22,14162,26,3745,0
8,53576,22,17,2267,0
8,22,53576,19,3185,0
10,22,59464,19,3185,0
10,59464,22,15,2163,0
2,57980,22,13,1632,0
2,22,57980,12,2545,0
10,22,38601,19,3185,0
10,38601,22,17,2267,0
0,9040,1701,1,135,0
0,0,3,1,163,0
12,39305,22,18,2495,0
12,22,39305,24,4461,0
0,48518,161,1,61,0
0,0,3,1,89,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0,5427,5059,1,435,0
0,0,3,1,463,0
7,33282,22,2,106,0
7,22,33282,4,240,0
9,36498,22,7,913,0
9,22,36498,6,1337,0
2,22,64519,14,2625,0
2,64519,22,14,1678,0
134,19436,22,3,182,0
134,22,19436,10,788,0
0,22,21304,5,1285,0
0,21304,22,6,340,0
30,7395,80,1,46,0
30,80,7395,6,264,0
0,53874,23,1,46,0
0,23,53874,1,40,0
0,23,37032,1,40,0
0,37032,23,1,46,0
7,22,35966,19,3185,0
7,35966,22,18,2235,0
30,23629,80,1,46,0
30,80,23629,6,264,0
1,2802,445,3,144,0
1,445,2802,3,120,0
8,22,30744,12,2133,0
8,30744,22,17,2068,0
81,34025,22,8,495,0
81,22,34025,14,6911,0
30,40731,80,1,46,0
30,80,40731,6,264,0
14,34340,22,11,4009,0
14,22,34340,16,6215,0
0,80,22043,1,46,0
0,22043,80,1,40,0
8,49106,22,17,2267,0
8,22,49106,19,3185,0
0,1942,64738,1,46,0
0,64738,1942,1,40,0
8,22,36007,19,3185,0
8,36007,22,17,2267,0
9,22,41535,19,3185,0
9,41535,22,17,2267,0
10,30760,22,18,2439,0
10,22,30760,22,3402,0
30,22,6559,6,264,0
30,6559,22,1,46,0
0,15848,5358,1,46,0
0,5358,15848,1,40,0
120,52208,22,3,173,0
120,22,52208,10,4678,0
15,21394,22,19,2635,0
15,22,21394,26,3694,0
8,34823,22,17,2267,0
8,22,34823,19,3185,0
120,59308,22,6,329,0
120,22,59308,12,6654,0
9,35889,22,18,2403,0
9,22,35889,20,3249,0
19,22,17723,26,3745,0
19,17723,22,24,2918,0
0,3389,59923,1,40,0
0,59923,3389,1,46,0
16,22,57766,24,3661,0
16,57766,22,19,2100,0
6,47379,22,6,329,0
6,22,47379,8,3470,0
9,22,35361,19,3185,0
9,35361,22,18,2319,0
13,3794,22,16,2917,0
13,22,3794,18,2985,0
22,22,25160,28,3913,0
22,25160,22,27,3123,0
120,20633,22,4,210,0
120,22,20633,3,205,0
5,60107,22,15,1751,0
5,22,60107,14,2677,0
0,55893,7547,1,46,0
0,7547,55893,1,40,0
18,39920,22,24,2900,0
18,22,39920,26,3745,0
19,22,2981,26,3745,0
19,2981,22,26,2993,0
9,43112,22,17,2267,0
9,22,43112,19,3185,0
31,6786,80,1,46,0
31,80,6786,6,264,0
21,13702,22,27,3136,0
21,22,13702,26,3745,0
31,48899,80,1,46,0
31,80,48899,6,264,0
0,5066,5060,1,437,0
0,0,3,1,465,0
14,22,3086,18,2985,0
14,3086,22,13,2779,0
15,22,57771,24,3661,0
15,57771,22,22,2256,0
0,54922,389,1,80,0
0,0,3,1,108,0
2,22,64592,14,2625,0
2,64592,22,12,1586,0
18,47770,22,24,2900,0
18,22,47770,26,3745,0
